Title,Date,Category,Link
Lee Memorial Health System Agreed to Pay $1.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Procedures,2024-10-09,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/lee-memorial-health-system-agreed-to-pay-17-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-procedures/
"North Carolina Physician And Medical Practice Agree To Pay $625,000 To Settle Kickback Allegations",2024-10-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-carolina-physician-and-medical-practice-agree-to-pay-625000-to-settle-kickback-allegations/
Eight Charged In $68M Social Adult Day Care And Home Health Care Scheme,2024-10-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eight-charged-in-68m-social-adult-day-care-and-home-health-care-scheme/
Disabilities Day Program Employee Sentenced To 230 Days In Jail For Exploiting Vulnerable Adults And Shoplifting,2024-10-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/disabilities-day-program-employee-sentenced-to-230-days-in-jail-for-exploiting-vulnerable-adults-and-shoplifting/
Two Los Angeles-Area Residents Arrested On Indictment Alleging Scheme To Fraudulently Obtain And Launder Medicare Proceeds,2024-10-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-los-angeles-area-residents-arrested-on-indictment-alleging-scheme-to-fraudulently-obtain-and-launder-medicare-proceeds/
"Ultra Radio Dispatch Service Agreed to Pay $61,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Improper Remuneration",2024-10-09,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/ultra-radio-dispatch-service-agreed-to-pay-61000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-improper-remuneration/
Attorney General Jackley Announces Wyoming Woman Sentenced On Grand Theft By Exploitation Charge,2024-10-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jackley-announces-wyoming-woman-sentenced-on-grand-theft-by-exploitation-charge/
"Ebenezer Quainoo, MD and Baltimore Healthcare Agreed to Pay $255,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-FDA Approved Drugs",2024-10-10,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/ebenezer-quainoo-md-and-baltimore-healthcare-agreed-to-pay-255000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-fda-approved-drugs/
"Housing Works Agreed to Pay $135,000 for Allegedly Violating the Civil Monetary Penalties Law by Providing Documents To HHS-OIG Auditors That One Of Its Employees Had Fabricated",2024-10-10,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/housing-works-agreed-to-pay-135000-for-allegedly-violating-the-civil-monetary-penalties-law-by-providing-documents-to-hhs-oig-auditors-that-one-of-its-employees-had-fabricated/
Magellan Diagnostics Sentenced For Concealing Malfunction In Lead Testing Devices,2024-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/magellan-diagnostics-sentenced-for-concealing-malfunction-in-lead-testing-devices/
Teva Pharmaceuticals Agrees To Pay $425 Million To Resolve Kickback Allegations,2024-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/teva-pharmaceuticals-agrees-to-pay-425-million-to-resolve-kickback-allegations/
Drug Maker Teva Pharmaceuticals Agrees To Pay $450M In False Claims Act Settlement To Resolve Kickback Allegations Relating To Copayments And Price Fixing,2024-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drug-maker-teva-pharmaceuticals-agrees-to-pay-450m-in-false-claims-act-settlement-to-resolve-kickback-allegations-relating-to-copayments-and-price-fixing/
"In Latest Welfare Fraud Win, Attorney General Todd Rokita Secures Six-Figure Settlement & Criminal Conviction Against Highland Home Health Provider",2024-10-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/in-latest-welfare-fraud-win-attorney-general-todd-rokita-secures-six-figure-settlement-criminal-conviction-against-highland-home-health-provider/
TennCare Fraud Investigation Leads To Arrests Of Two Memphis Woman,2024-10-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tenncare-fraud-investigation-leads-to-arrests-of-two-memphis-woman/
Generic Pharmaceutical Company Pays $25 Million To Resolve False Claims Act Liability For Price-Fixing Of Generic Drugs,2024-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/generic-pharmaceutical-company-pays-25-million-to-resolve-false-claims-act-liability-for-price-fixing-of-generic-drugs/
Silver Spring Woman Sentenced for Defrauding Maryland Medicaid of over $1 Million,2024-10-11,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/silver-spring-woman-sentenced-for-defrauding-maryland-medicaid-of-over-1-million/
"Transitional Care Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services with False Dates and Locations",2024-10-11,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/transitional-care-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-with-false-dates-and-locations/
"Refresh Mental Health Agreed to Pay $338,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Were Improperly Supervised",2024-10-11,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/refresh-mental-health-agreed-to-pay-338000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-were-improperly-supervised/
Urine Drug Testing Laboratory And Owner Agree To Resolve False Claims Act Allegations,2024-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/urine-drug-testing-laboratory-and-owner-agree-to-resolve-false-claims-act-allegations/
San Diego Physician And Medical Practice Pay $3.8 Million To Resolve False Claims Act Allegations,2024-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-diego-physician-and-medical-practice-pay-38-million-to-resolve-false-claims-act-allegations/
Former Chief Executive Officer Of Chicago Hospital Added To Federal Indictment Alleging Corruption And Embezzlement,2024-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-executive-officer-of-chicago-hospital-added-to-federal-indictment-alleging-corruption-and-embezzlement/
"Dr. Van Stephen Monroe, Jr. Agreed to Pay $65,000 for Allegedly Violating Patient Dumping Statute by Failing to Accept an Appropriate Transfer",2024-10-15,CMP and Affirmative ExclusionsEMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/dr-van-stephen-monroe-jr-agreed-to-pay-65000-for-allegedly-violating-patient-dumping-statute-by-failing-to-accept-an-appropriate-transfer/
North Carolina Woman Sentenced For Making False Statements,2024-10-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-carolina-woman-sentenced-for-making-false-statements/
Houston Man Guilty In $160M Medicare Fraud Scheme,2024-10-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-man-guilty-in-160m-medicare-fraud-scheme/
"Columbus Springs Dublin Agreed to Pay $103,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-10-15,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/columbus-springs-dublin-agreed-to-pay-103000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Pain Specialists of Southern Oregon Agreed to Pay $25,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-10-15,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pain-specialists-of-southern-oregon-agreed-to-pay-25000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Precision Toxicology Agrees To Pay $27 Million To Resolve Allegations Of Unnecessary Drug Testing And Illegal Kickbacks To Physician,2024-10-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/precision-toxicology-agrees-to-pay-27-million-to-resolve-allegations-of-unnecessary-drug-testing-and-illegal-kickbacks-to-physician/
Virginia Contractor Settles False Claims Act Liability For Failing To Secure Medicare Beneficiary Data,2024-10-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/virginia-contractor-settles-false-claims-act-liability-for-failing-to-secure-medicare-beneficiary-data/
"Dr. Hammad Malik Agreed to Pay $123,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Without Proper Supervision",2024-10-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dr-hammad-malik-agreed-to-pay-123000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-without-proper-supervision/
Harrisburg Woman Pleads Guilty To Health Care Fraud And Bank Fraud Charges,2024-10-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/harrisburg-woman-pleads-guilty-to-health-care-fraud-and-bank-fraud-charges/
Attorney General Bonta Announces Criminal Charges Against Southern California Dentist for Medi-Cal Fraud,2024-10-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-criminal-charges-against-southern-california-dentist-for-medi-cal-fraud/
"Southern Immediate Care Agreed to Pay $68,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-10-17,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/southern-immediate-care-agreed-to-pay-68000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Lourdes Hospital Agreed to Pay $85,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-10-17,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/lourdes-hospital-agreed-to-pay-85000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Lourdes Counseling Center Agreed to Pay $124,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-10-17,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/lourdes-counseling-center-agreed-to-pay-124000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Court Awards State $425,940.54 Against Komfort & Kare LLC Assisted Living Program For Housing Medicaid Recipients In Unlicensed Facilities",2024-10-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/court-awards-state-42594054-against-komfort-kare-llc-assisted-living-program-for-housing-medicaid-recipients-in-unlicensed-facilities/
"The Hospitals of Providence Agreed to Pay $726,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Marketing Services",2024-10-18,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/the-hospitals-of-providence-agreed-to-pay-726000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-marketing-services/
Miami Man Sentenced to Over 5 Years in Prison and Ordered to Pay Over $3.8 Million for Fraudulently Billing Medicaid for Psychosocial Rehabilitation Services,2024-10-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-man-sentenced-to-over-5-years-in-prison-and-ordered-to-pay-over-38-million-for-fraudulently-billing-medicaid-for-psychosocial-rehabilitation-services/
Chattanooga Provider Settles Allegations Of Improper Billing For Electro-Acupuncture Devices,2024-10-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chattanooga-provider-settles-allegations-of-improper-billing-for-electro-acupuncture-devices/
Waterford Woman Admits Theft from Addiction and Mental Health Services Nonprofit,2024-10-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/waterford-woman-admits-theft-from-addiction-and-mental-health-services-nonprofit/
New Rochelle Physician Pleads Guilty To Selling Thousands Of Oxycodone Pills For Cash,2024-10-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-rochelle-physician-pleads-guilty-to-selling-thousands-of-oxycodone-pills-for-cash/
Attorney General James Announces Convictions of Orange County Transportation Company Owners for Stealing More Than $2.1 Million from Medicaid,2024-10-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-convictions-of-orange-county-transportation-company-owners-for-stealing-more-than-21-million-from-medicaid/
Stamford Woman Charged In Scheme To Defraud Medicaid,2024-10-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/stamford-woman-charged-in-scheme-to-defraud-medicaid/
"Southeastern Renal Dialysis Agreed to Pay $238,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-10-22,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/southeastern-renal-dialysis-agreed-to-pay-238000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"California Mobile Phlebotomy Lab And Its Owners To Pay $135,000 To Resolve Allegedly False Claims For Blood Testing Services And Travel Mileage",2024-10-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-mobile-phlebotomy-lab-and-its-owners-to-pay-135000-to-resolve-allegedly-false-claims-for-blood-testing-services-and-travel-mileage/
"University of Texas Health Science Center at Houston Agreed to Pay $48,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Identified the Incorrect Rendering Provider or Did Not Meet Coverage Criteria",2024-10-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/university-of-texas-health-science-center-at-houston-agreed-to-pay-48000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-identified-the-incorrect-rendering-provider-or-did-not-meet-coverage-criteria/
Former Eastern Kentucky Pharmacist Sentenced For Health Care Fraud,2024-10-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-eastern-kentucky-pharamacist-sentenced-for-healthcare-fraud/
New York Doctor Charged with Health Care Fraud,2024-10-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-york-doctor-charged-with-health-care-fraud/
"Coliseum Medical Center Agreed to Pay $100,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examination",2024-10-23,CMP and Affirmative ExclusionsEMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/coliseum-medical-center-agreed-to-pay-100000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examination/
"Accura Healthcare Management Services and Accura Healthcare of Knoxville Agreed to Pay $60,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-10-23,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/accura-healthcare-management-services-and-accura-healthcare-of-knoxville-agreed-to-pay-60000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General Alan Wilson Announces Spartanburg Nurse Aide Charged With Stealing From Vulnerable Adult,2024-10-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-spartanburg-nurse-aide-charged-with-stealing-from-vulnerable-adult/
"Pine Belt Mental Healthcare Resources Agreed to Pay $43,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",2024-10-24,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pine-belt-mental-healthcare-resources-agreed-to-pay-43000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/
Pharmacy Owner Sentenced For Role In $6.9 Million Scheme To Bill Insurance For Medications Not Dispensed,2024-10-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-for-role-in-69-million-scheme-to-bill-insurance-for-medications-not-dispensed/
Arizona Doctor Sentenced To Prison For Health Care Fraud,2024-10-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arizona-doctor-sentenced-to-prison-for-health-care-fraud/
Physician Charged In Scheme To Illegally Sell Cancer Drugs,2024-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-charged-in-scheme-to-illegally-sell-cancer-drugs/
Attorney General Griffin Announces Medicaid Fraud Arrest,2024-10-25,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-griffin-announces-medicaid-fraud-arrest/
Tennessee Business Owner Convicted of $35M Fraud Scheme,2024-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tennessee-business-owner-convicted-of-35m-fraud-scheme/
Washington Doctor Settles Allegations He Submitted False Claims To Federal Health Care Programs,2024-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/washington-doctor-settles-allegations-he-submitted-false-claims-to-federal-health-care-programs/
AG's Office Reaches Settlement With Swampscott-Based Medical Transportation Company To Resolve False Billing Allegations,2024-10-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ags-office-reaches-settlement-with-swampscott-based-medical-transportation-company-to-resolve-false-billing-allegations/
Doctor Sentenced For $54M Medicare Fraud Scheme,2024-10-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-for-54m-medicare-fraud-scheme/
Medical Billing Company Owner Pleads Guilty To Health Care Fraud,2024-10-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-billing-company-owner-pleads-guilty-to-health-care-fraud/
"Former Sioux City Plastic Surgeon Agrees To Pay Nearly $200,000 To Settle Allegations He Submitted False Claims",2024-10-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-sioux-city-plastic-surgeon-agrees-to-pay-nearly-200000-to-settle-allegations-he-submitted-false-claims/
Drug Dealer Sentenced To Nine Years In Prison For Opioid Pill Mill Scheme That Illegally Distributed More Than 1.2 Million Oxycodone Pills,2024-10-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drug-dealer-sentenced-to-nine-years-in-prison-for-opioid-pill-mill-scheme-that-illegally-distributed-more-than-12-million-oxycodone-pills/
Boise Health Care Company And Former Therapist Resolve Fraudulent Psychotherapy Billing Allegations Involving Vulnerable Refugee Population,2024-10-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/boise-health-care-company-and-former-therapist-resolve-fraudulent-psychotherapy-billing-allegations-involving-vulnerable-refugee-population/
"Quincy-Based Physician Group To Pay $650,000 To Resolve Allegations Of False Billing To MassHealth",2024-10-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/quincy-based-physician-group-to-pay-650000-to-resolve-allegations-of-false-billing-to-masshealth/
"Mercy Health Youngstown Agreed to Pay $69,000 for Allegedly Violating the Civil Monetary Penalties Law by Contracting with an Excluded Individual",2024-10-30,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/mercy-health-youngstown-agreed-to-pay-69000-for-allegedly-violating-the-civil-monetary-penalties-law-by-contracting-with-an-excluded-individual/
"Columbus Doctor, His Clinic Convicted of $1.5 Million Medicaid Scheme",2024-10-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/columbus-doctor-his-clinic-convicted-of-15-million-medicaid-scheme/
"Michael DePalma, MD and Virginia I-Spine Physicians Agreed to Pay $153,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Exceeded the Allowable Number of Services",2024-10-31,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/michael-depalma-md-and-virginia-i-spine-physicians-agreed-to-pay-153000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-exceeded-the-allowable-number-of-services/
St. Louis County Woman Accused Of $3 Million Home Health Care Fraud,2024-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-louis-county-woman-accused-of-3-million-home-health-care-fraud/
Lab Owner And Marketing Company Owner Both Found Guilty In Multi-Million Dollar Medicare And Medicaid Fraud Scheme,2024-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lab-owner-and-marketing-company-owner-both-found-guilty-in-multi-million-dollar-medicare-and-medicaid-fraud-scheme/
"Compound Ingredient Supplier Medisca Inc., To Pay $21.75M To Resolve Allegations Of False And Inflated Average Wholesale Prices For Ingredients Used In Compounded Prescriptions",2024-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/compound-ingredient-supplier-medisca-inc-to-pay-2175m-to-resolve-allegations-of-false-and-inflated-average-wholesale-prices-for-ingredients-used-in-compounded-prescriptions/
"Nashville Woman Indicted, Charged In TBI Medicaid Patient Abuse Case",2024-11-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/nashville-woman-indicted-charged-in-tbi-medicaid-patient-abuse-case/
"The New Mexico Department Of Justice Charges Former New Mexico State Police Officer With Medicaid Fraud, Identity Theft, And Practicing Medicine Without A License",2024-11-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/the-new-mexico-department-of-justice-charges-former-new-mexico-state-police-officer-with-medicaid-fraud-identity-theft-and-practicing-medicine-without-a-license/
Attorney General Alan Wilson Announces Upstate Woman Charged With Stealing Thousands Of Dollars From Vulnerable Adult,2024-11-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-woman-charged-with-stealing-thousands-of-dollars-from-vulnerable-adult/
New England Doctor Pleads Guilty To Drug Distribution Conspiracy,2024-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-england-doctor-pleads-guilty-to-drug-distribution-conspiracy/
"North Texas Medical Center Pays $14.2 Million To Resolve Potential False Claims Act Liability For Self-Reported Violations Of Medicare Regs, Stark Law",2024-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-texas-medical-center-pays-142-million-to-resolve-potential-false-claims-act-liability-for-self-reported-violations-of-medicare-regs-stark-law/
"Rocky Hill Pharmacy And Its Owners Indicted For Conspiring To Submit False Pharmacy Claims, Making False Statements, And Aggravated Identity Theft",2024-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rocky-hill-pharmacy-and-its-owners-indicted-for-conspiring-to-submit-false-pharmacy-claims-making-false-statements-and-aggravated-identity-theft/
"Macomb County Doctor And Pharmacist Agree To Pay $700,948 To Settle False Claims Act Allegations",2024-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/macomb-county-doctor-and-pharmacist-agree-to-pay-700948-to-settle-false-claims-act-allegations/
Former Licensed Counselor Sentenced For Defrauding Medicaid,2024-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-licensed-counselor-sentenced-for-defrauding-medicaid/
Paroled Felon Sentenced To Six Years For Fraudulent Use Of Social Security Number And Theft Of Benefits,2024-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paroled-felon-sentenced-to-six-years-for-fraudulent-use-of-social-security-number-and-theft-of-benefits/
Former Arlington Resident Sentenced To Prison For Disclosing Healthcare Records And Trying To Cover Up His Crimes,2024-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-arlington-resident-sentenced-to-prison-for-disclosing-healthcare-records-and-trying-to-cover-up-his-crimes/
Former Traveling Nurse Pleads Guilty To Tampering With Morphine,2024-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-traveling-nurse-pleads-guilty-to-tampering-with-morphine/
Boise Nurse Practitioner Sentenced To 48 Months For Conspiracy To Distribute Controlled Substances,2024-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/boise-nurse-practitioner-sentenced-to-48-months-for-conspiracy-to-distribute-controlled-substances/
